File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureImageManager.cpp,PureImageManager::~PureImageManager(),3,3,3,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureImageManager.cpp,PureImageManager::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureImageManager.cpp,PureImageManager::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureImageManager.cpp,PureImageManager::createFromFile(const char* filename),37,28,20,10,9,1,0,5,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureImageManager.cpp,"PureImageManager::createBlank(TPureUInt width, TPureUInt height, TPureUInt bpp)",32,25,18,5,6,0,1,23,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureImageManager.cpp,PureImageManager::operator=(const PureImageManager&),3,2,2,1,0,0,1,1,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureImageManager.cpp,PureImageManager::WriteListCallback(const PureManaged& mngd) const,4,4,4,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureImageManager.cpp,PureImageManager::WriteList() const,6,6,6,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::PureMaterialImpl::allocateArrays(TPureUInt nColorCount, TPureUInt nTexcoordCount, TPureUInt nIndexCount, TPureUInt nIndexSize)",41,38,26,8,3,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getColorsCount(TPureUInt level) const,8,7,4,3,0,0,1,3,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getColors(TPureUInt level),8,7,4,3,0,0,1,3,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getColors(TPureUInt level) const,8,7,4,3,0,0,1,3,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getIndicesCount() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getTexcoordsCount(TPureUInt level) const,8,7,4,3,0,0,1,3,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getTexcoords(TPureUInt level),8,7,4,3,0,0,1,3,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getTexcoords(TPureUInt level) const,8,7,4,3,0,0,1,3,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getTexture(TPureUInt level),8,7,4,3,0,0,1,3,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getTexture(TPureUInt level) const,8,7,4,3,0,0,1,3,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::PureMaterialImpl::setTexture(PureTexture* tex, TPureUInt level)",7,7,5,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getTextureCount() const,7,6,4,3,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::isTextured() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::isSingleTextured() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::isMultiTextured() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getTextureEnvColor(TPureUInt level),8,7,4,3,0,0,1,3,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getTextureEnvColor(TPureUInt level) const,8,7,4,3,0,0,1,3,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getSourceBlendFunc(TPureUInt level) const,8,7,4,3,0,0,1,3,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::PureMaterialImpl::setSourceBlendFunc(TPURE_BLENDFACTOR value, TPureUInt level)",24,16,10,6,3,0,5,78,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getDestinationBlendFunc(TPureUInt level) const,8,7,4,3,0,0,1,3,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::PureMaterialImpl::setDestinationBlendFunc(TPURE_BLENDFACTOR value, TPureUInt level)",24,16,10,6,3,0,5,78,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::PureMaterialImpl::setBlendFuncs(TPURE_BLENDFACTOR src, TPURE_BLENDFACTOR dst, TPureUInt level)",3,3,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getBlendMode(TPureUInt level) const,16,14,7,6,1,0,1,3,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::PureMaterialImpl::setBlendMode(TPURE_BLENDMODE mode, TPureUInt level)",10,10,5,4,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::PureMaterialImpl::copyFromMaterial(PureMaterial& srcMat, TPureUInt dstLevel, TPureUInt srcLevel)",32,27,13,7,3,2,2,33,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::getUsedSystemMemory() const,3,3,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::PureMaterialImpl::PureMaterialImpl( PureMaterial* owner, TPureUInt nLayers)",29,22,19,2,5,0,2,17,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::PureMaterialImpl(const PureMaterialImpl&),2,1,1,0,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterialImpl::operator=(const PureMaterialImpl&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getManagedConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::isBlendFuncReallyBlending(TPURE_BLENDFACTOR sfactor, TPURE_BLENDFACTOR dfactor)",2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::allocateArrays( TPureUInt nColorCount, TPureUInt nTexcoordCount, TPureUInt nIndexCount, TPureUInt nIndexSize)",2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getColorsCount(TPureUInt level) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getColors(TPureUInt level),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getColors(TPureUInt level) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getIndicesCount() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getTexcoordsCount(TPureUInt level) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getTexcoords(TPureUInt level),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getTexcoords(TPureUInt level) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getTexture(TPureUInt level),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getTexture(TPureUInt level) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::setTexture(PureTexture* tex, TPureUInt level)",2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getTextureCount() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::isTextured() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::isSingleTextured() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::isMultiTextured() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getTextureEnvColor(TPureUInt level),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getTextureEnvColor(TPureUInt level) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getSourceBlendFunc(TPureUInt level) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::setSourceBlendFunc(TPURE_BLENDFACTOR value, TPureUInt level)",2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getDestinationBlendFunc(TPureUInt level) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::setDestinationBlendFunc(TPURE_BLENDFACTOR value, TPureUInt level)",2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::setBlendFuncs(TPURE_BLENDFACTOR src, TPURE_BLENDFACTOR dst, TPureUInt level)",2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getBlendMode(TPureUInt level) const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::setBlendMode(TPURE_BLENDMODE mode, TPureUInt level)",2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,"PureMaterial::copyFromMaterial(PureMaterial& srcMat, TPureUInt dstLevel, TPureUInt srcLevel)",2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::getUsedSystemMemory() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterial(TPureUInt nLayers),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::PureMaterial(const PureMaterial&),2,1,1,0,0,0,1,1,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterial.cpp,PureMaterial::operator=(const PureMaterial&),3,2,2,1,0,0,1,1,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::PureMaterialManagerImpl::isInitialized() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::PureMaterialManagerImpl::getMaximumLayerCount() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::PureMaterialManagerImpl::PureMaterialManagerImpl(PureMaterialManager* owner),9,8,8,0,0,0,1,12,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::PureMaterialManagerImpl::PureMaterialManagerImpl(const PureMaterialManager::PureMaterialManagerImpl&),2,1,1,0,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::PureMaterialManagerImpl::operator=(const PureMaterialManager::PureMaterialManagerImpl&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::PureMaterialManager(),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::~PureMaterialManager(),3,3,3,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::getConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::isInitialized() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::getMaximumLayerCount() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::createMaterial(),26,20,14,3,6,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::WriteList() const,6,6,6,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::operator=(const PureMaterialManager&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureMaterialManager.cpp,PureMaterialManager::WriteListCallback(const PureManaged& mngd) const,4,4,4,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getPureisoTexFilteringNameFromGLname(GLenum value),11,11,9,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getGLnameFromPureisoTexFilteringName(TPURE_ISO_TEX_FILTERING value),11,11,9,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getPuretexWrappingNameFromGLname(GLenum value),10,10,8,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getGLnameFromPuretexWrappingName(TPURE_TEX_WRAPPING value),10,10,8,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::~PureTextureImpl(),8,8,6,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getInternalFormat() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getInternalNum() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getMinFilteringMode() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getMagFilteringMode() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::setMinFilteringMode(TPURE_ISO_TEX_FILTERING filtering),15,14,7,6,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::setMagFilteringMode(TPURE_ISO_TEX_FILTERING filtering),17,16,8,6,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,"PureTexture::PureTextureImpl::setIsoFilteringMode(TPURE_ISO_TEX_FILTERING minfilter, TPURE_ISO_TEX_FILTERING magfilter)",2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getMIPmapCount() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getAnisoFilteringMode() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::setAnisoFilteringMode(TPURE_ANISO_TEX_FILTERING filtering),52,44,26,11,3,0,5,67,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getTextureWrappingModeS() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getTextureWrappingModeT() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,"PureTexture::PureTextureImpl::setTextureWrappingMode(TPURE_TEX_WRAPPING tw_s, TPURE_TEX_WRAPPING tw_t )",15,14,7,4,0,0,1,18,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getBorder() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::setBorder(TPureBool state),3,3,3,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getBorderColor() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::setBorderColor(const PureColor& clr),21,20,13,6,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::uploadPixels(),64,51,31,17,11,1,2,15,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getUsedSystemMemory() const,3,2,2,1,0,0,1,14,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getUsedTextureMemory() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::PureTextureImpl(PureTexture* owner),2,2,2,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,"PureTexture::PureTextureImpl::PureTextureImpl(PureTexture* owner, const PureImage& img)",10,10,10,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::PureTextureImpl(const PureTexture::PureTextureImpl&),2,1,1,0,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::operator=(const PureTexture::PureTextureImpl&),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getTransformedSourceFormat(TPURE_PIXEL_COMPONENT_ORDER oldco),44,43,21,19,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::getTargetInternalFormat(),21,19,14,3,1,1,1,14,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,"PureTexture::PureTextureImpl::actualUploadProc(GLint internalfmt, GLenum glTexFormat)",49,37,23,11,4,0,8,156,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTextureImpl::DescribeTexFormatAndSize(GLint internalfmt),66,63,43,15,2,0,1,23,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getManagedConsole() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getLoggerModuleName(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getInternalFormat() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getInternalNum() const,3,2,2,1,0,0,1,21,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getMinFilteringMode() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getMagFilteringMode() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::setMinFilteringMode(TPURE_ISO_TEX_FILTERING filtering),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::setMagFilteringMode(TPURE_ISO_TEX_FILTERING filtering),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,"PureTexture::setIsoFilteringMode(TPURE_ISO_TEX_FILTERING minfilter, TPURE_ISO_TEX_FILTERING magfilter)",2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getMIPmapCount() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getAnisoFilteringMode() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::setAnisoFilteringMode(TPURE_ANISO_TEX_FILTERING filtering),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getTextureWrappingModeS() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getTextureWrappingModeT() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,"PureTexture::setTextureWrappingMode(TPURE_TEX_WRAPPING tw_s, TPURE_TEX_WRAPPING tw_t )",2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getBorder() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::setBorder(TPureBool state),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getBorderColor() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::setBorderColor(const PureColor& clr),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::uploadPixels(),2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getUsedSystemMemory() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::getUsedTextureMemory() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTexture(),4,4,4,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTexture(const PureImage& img),4,4,4,0,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::PureTexture(const PureTexture&),2,1,1,0,0,0,1,1,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTexture.cpp,PureTexture::operator=(const PureTexture&),3,2,2,1,0,0,1,1,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTextureManager.cpp,PureTextureManager::PureTextureManagerImpl::isInitialized() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTextureManager.cpp,PureTextureManager::PureTextureManagerImpl::getUsedTextureMemory() const,9,9,6,3,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTextureManager.cpp,PureTextureManager::PureTextureManagerImpl::isHardwareMipMapGenerationEnabled() const,2,2,2,1,0,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTextureManager.cpp,PureTextureManager::PureTextureManagerImpl::SetHardwareMipMapGenerationEnabled(TPureBool state),7,6,4,1,1,0,0,0,
C:\__PR00F__\___developing___\projects\PGE\PGE\PURE\source\Material\PureTextureManager.cpp,PureTextureManager::PureTextureManagerImpl::isNativeDIBFormatSupportEnabled() const,2,2,2,1,0,0,0,0,
